x,y,z
0,0,0
0,0,0
0,0,0
1428.26649,608.63721,0.00014
1410.92194,575.73282,0.00019
0,0,0
1358.70220,522.81292,0.00007
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
709.62410,357.88188,0.00006
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
171.28050,322.47395,-0.00024
0,0,0
0,0,0
391.04153,288.52662,0.00011
318.84373,180.27901,0.00015
0,0,0
612.44379,254.17438,-0.00008
600.53701,226.69886,-0.00005
